/* DATA DESCRIPTION:
Citation:	Yang, Yi-Jie; Singha, Suman (2025): Oil slicks, look-alikes and other remarkable SAR signatures in Sentinel-1 imagery in the Eastern Mediterranean Sea in 2019 [dataset]. PANGAEA, https://doi.org/10.1594/PANGAEA.980773
Abstract:	Spaceborne synthetic aperture radar (SAR) has been applied to detect oil slicks. Previous studies applied machine learning and deep learning techniques to automate oil slick detection. However, a large amount of data is generally required to train such a model. It highlights the importance and necessity of a publicly available oil slick dataset. This dataset provides annotations of oil slicks located in longitude from 30°E to 36°E and in latitude from 31°N to 34.7°N in the Eastern Mediterranean Sea, observed from Sentinel-1 SAR in 2019. The annotation and inspection of the oil slicks were initially done in the framework of a previous study by the authors (Yang, Y.-J. et al., 2024). On top of that, images with oceanic and other phenomena, which can also manifest similar SAR signatures and are considered look-alikes, are also included in the dataset as a no-oil set. A well-developed oil spill detection system should be able to not only detect oil spills but also avoid the detection of these look-alikes. These look-alikes were collected on a larger extent, ranging between 27.1212703°E and 36.0881997°E in longitudes and 29.2991798°N and 36.3715771°N in latitudes. There are, in total, 1365 image patches with 3225 oil objects in the oil set and 2290 image patches in the no-oil set.
Keyword(s):	Eastern Mediterranean Sea; look-alikes; oil slick; Sentinel-1; synthetic aperture radar
Supplement to:	Yang, Yi-Jie; Singha, Suman; Goldman, Ron; Schütte, Florian (2025): Dataset of oil slicks, look-alikes and remarkable SAR signatures obtained from Sentinel-1 data in the Eastern Mediterranean Sea. Earth System Science Data, 17(12), 6807-6837, https://doi.org/10.5194/essd-17-6807-2025
Related to:	Yang, Yi-Jie; Singha, Suman; Goldman, Ron (2024): A near real-time automated oil spill detection and early warning system using Sentinel-1 SAR imagery for the Southeastern Mediterranean Sea. International Journal of Remote Sensing, 45(6), 1997-2027, https://doi.org/10.1080/01431161.2024.2321468
Related code / software:	Yang, Yi-Jie (2025): yi-jie-yang/dataset_DARTIS_2019: Dataset code v1 [software]. Zenodo, https://doi.org/10.5281/ZENODO.17789853
Further details:	Metadata: Oil slicks, look-alikes and other remarkable SAR signatures in Sentinel-1 imagery in the Eastern Mediterranean Sea in 2019 (URI: https://download.pangaea.de/reference/132855/attachments/Metadata.txt)
	Readme: Oil slicks, look-alikes and other remarkable SAR signatures in Sentinel-1 imagery in the Eastern Mediterranean Sea in 2019 (URI: https://download.pangaea.de/reference/132854/attachments/README.pdf)
Funding:	Federal Ministry of Education and Research (BMBF) (URI: https://www.bmbf.de/), grant/award no. 03F0823B: Development of an Automated Real-Time Intelligent Information System for Early Warning and Preparedness of Offshore Oil and Gas Operations off the Coast of Israel (DARTIS) (URI: https://foerderportal.bund.de/foekat/jsp/SucheAction.do?actionMode=view&fkz=03F0823B)
Coverage:	MEDIAN LATITUDE: 32.835378 * MEDIAN LONGITUDE: 31.604735 * SOUTH-BOUND LATITUDE: 29.299180 * WEST-BOUND LONGITUDE: 27.121270 * NORTH-BOUND LATITUDE: 36.371577 * EAST-BOUND LONGITUDE: 36.088200
	DATE/TIME START: 2019-01-01T03:42:35 * DATE/TIME END: 2019-12-31T15:49:33
Event(s):	DARTIS_2019 * LATITUDE START: 29.299180 * LONGITUDE START: 27.121270 * LATITUDE END: 36.371577 * LONGITUDE END: 36.088200 * DATE/TIME START: 2019-01-01T03:42:35 * DATE/TIME END: 2019-12-31T15:49:33 * METHOD/DEVICE: Satellite imagery (SATI)
Parameter(s):	Image set (Image set) * PI: Yang, Yi-Jie (https://orcid.org/0000-0002-4098-8119, yi-jie.yang@dlr.de) * COMMENT: subset; oc : oil/coast; ow : oil/water; nc : no_oil/coast; nw : no_oil/water
	Image (IMAGE) * PI: Yang, Yi-Jie (https://orcid.org/0000-0002-4098-8119, yi-jie.yang@dlr.de) * COMMENT: jpg_file
	Binary Object (Binary) * PI: Yang, Yi-Jie (https://orcid.org/0000-0002-4098-8119, yi-jie.yang@dlr.de) * COMMENT: xml_file
	Identification (ID) * PI: Yang, Yi-Jie (https://orcid.org/0000-0002-4098-8119, yi-jie.yang@dlr.de) * COMMENT: tag
	Identification (ID) * PI: Yang, Yi-Jie (https://orcid.org/0000-0002-4098-8119, yi-jie.yang@dlr.de) * COMMENT: patch_name
	DATE/TIME (Date/Time) * GEOCODE * PI: Yang, Yi-Jie (https://orcid.org/0000-0002-4098-8119, yi-jie.yang@dlr.de) * COMMENT: start_time
	DATE/TIME (Date/Time) * GEOCODE * PI: Yang, Yi-Jie (https://orcid.org/0000-0002-4098-8119, yi-jie.yang@dlr.de) * COMMENT: end_time
	Identification (ID) * PI: Yang, Yi-Jie (https://orcid.org/0000-0002-4098-8119, yi-jie.yang@dlr.de) * COMMENT: Sentinel_ID
	Width [pixel] (Width) * PI: Yang, Yi-Jie (https://orcid.org/0000-0002-4098-8119, yi-jie.yang@dlr.de) * COMMENT: patch_width
	Height [pixel] (Height) * PI: Yang, Yi-Jie (https://orcid.org/0000-0002-4098-8119, yi-jie.yang@dlr.de) * COMMENT: patch_height
	LONGITUDE (Longitude) * GEOCODE * PI: Yang, Yi-Jie (https://orcid.org/0000-0002-4098-8119, yi-jie.yang@dlr.de) * COMMENT: patch_ul_lon
	LATITUDE (Latitude) * GEOCODE * PI: Yang, Yi-Jie (https://orcid.org/0000-0002-4098-8119, yi-jie.yang@dlr.de) * COMMENT: patch_ul_lat
	LONGITUDE (Longitude) * GEOCODE * PI: Yang, Yi-Jie (https://orcid.org/0000-0002-4098-8119, yi-jie.yang@dlr.de) * COMMENT: patch_ur_lon
	LATITUDE (Latitude) * GEOCODE * PI: Yang, Yi-Jie (https://orcid.org/0000-0002-4098-8119, yi-jie.yang@dlr.de) * COMMENT: patch_ur_lat
	LONGITUDE (Longitude) * GEOCODE * PI: Yang, Yi-Jie (https://orcid.org/0000-0002-4098-8119, yi-jie.yang@dlr.de) * COMMENT: patch_br_lon
	LATITUDE (Latitude) * GEOCODE * PI: Yang, Yi-Jie (https://orcid.org/0000-0002-4098-8119, yi-jie.yang@dlr.de) * COMMENT: patch_br_lat
	LONGITUDE (Longitude) * GEOCODE * PI: Yang, Yi-Jie (https://orcid.org/0000-0002-4098-8119, yi-jie.yang@dlr.de) * COMMENT: patch_bl_lon
	LATITUDE (Latitude) * GEOCODE * PI: Yang, Yi-Jie (https://orcid.org/0000-0002-4098-8119, yi-jie.yang@dlr.de) * COMMENT: patch_bl_lat
	LONGITUDE (Longitude) * GEOCODE * PI: Yang, Yi-Jie (https://orcid.org/0000-0002-4098-8119, yi-jie.yang@dlr.de) * COMMENT: obj_ul_lon
	LATITUDE (Latitude) * GEOCODE * PI: Yang, Yi-Jie (https://orcid.org/0000-0002-4098-8119, yi-jie.yang@dlr.de) * COMMENT: obj_ul_lat
	LONGITUDE (Longitude) * GEOCODE * PI: Yang, Yi-Jie (https://orcid.org/0000-0002-4098-8119, yi-jie.yang@dlr.de) * COMMENT: obj_ur_lon
	LATITUDE (Latitude) * GEOCODE * PI: Yang, Yi-Jie (https://orcid.org/0000-0002-4098-8119, yi-jie.yang@dlr.de) * COMMENT: obj_ur_lat
	LONGITUDE (Longitude) * GEOCODE * PI: Yang, Yi-Jie (https://orcid.org/0000-0002-4098-8119, yi-jie.yang@dlr.de) * COMMENT: obj_br_lon
	LATITUDE (Latitude) * GEOCODE * PI: Yang, Yi-Jie (https://orcid.org/0000-0002-4098-8119, yi-jie.yang@dlr.de) * COMMENT: obj_br_lat
	LONGITUDE (Longitude) * GEOCODE * PI: Yang, Yi-Jie (https://orcid.org/0000-0002-4098-8119, yi-jie.yang@dlr.de) * COMMENT: obj_bl_lon
	LATITUDE (Latitude) * GEOCODE * PI: Yang, Yi-Jie (https://orcid.org/0000-0002-4098-8119, yi-jie.yang@dlr.de) * COMMENT: obj_bl_lat
	Position, X [pixel] (Pos X) * PI: Yang, Yi-Jie (https://orcid.org/0000-0002-4098-8119, yi-jie.yang@dlr.de) * COMMENT: obj_patchloc_xmin
	Position, Y [pixel] (Pos Y) * PI: Yang, Yi-Jie (https://orcid.org/0000-0002-4098-8119, yi-jie.yang@dlr.de) * COMMENT: obj_patchloc_ymin
	Position, X [pixel] (Pos X) * PI: Yang, Yi-Jie (https://orcid.org/0000-0002-4098-8119, yi-jie.yang@dlr.de) * COMMENT: obj_patchloc_xmax
	Position, Y [pixel] (Pos Y) * PI: Yang, Yi-Jie (https://orcid.org/0000-0002-4098-8119, yi-jie.yang@dlr.de) * COMMENT: obj_patchloc_ymax
	Size [pixel] (Size) * PI: Yang, Yi-Jie (https://orcid.org/0000-0002-4098-8119, yi-jie.yang@dlr.de) * COMMENT: label_size
License:	Creative Commons Attribution 4.0 International (CC-BY-4.0) (URI: https://creativecommons.org/licenses/by/4.0/)
Status:	Curation Level: Basic curation (URI: https://wiki.pangaea.de/wiki/Curation_levels)
Size:	57955 data points
Files:	All files referred to in data matrix can be downloaded in one go as ZIP <https://download.pangaea.de/dataset/980773/allfiles.zip> or TAR <https://download.pangaea.de/dataset/980773/allfiles.tar> (PANGAEA user account required). To download single files, use the filename from data matrix appended to "https://download.pangaea.de/dataset/980773/files/".
*/
Image set (subset; oc : oil/coast; ow : ...)	IMAGE (jpg_file)	Binary (xml_file)	ID (tag)	ID (patch_name)	Date/Time (start_time)	Date/Time (end_time)	ID (Sentinel_ID)	Width [pixel] (patch_width)	Height [pixel] (patch_height)	Longitude (patch_ul_lon)	Latitude (patch_ul_lat)	Longitude (patch_ur_lon)	Latitude (patch_ur_lat)	Longitude (patch_br_lon)	Latitude (patch_br_lat)	Longitude (patch_bl_lon)	Latitude (patch_bl_lat)	Longitude (obj_ul_lon)	Latitude (obj_ul_lat)	Longitude (obj_ur_lon)	Latitude (obj_ur_lat)	Longitude (obj_br_lon)	Latitude (obj_br_lat)	Longitude (obj_bl_lon)	Latitude (obj_bl_lat)	Pos X [pixel] (obj_patchloc_xmin)	Pos Y [pixel] (obj_patchloc_ymin)	Pos X [pixel] (obj_patchloc_xmax)	Pos Y [pixel] (obj_patchloc_ymax)	Size [pixel] (label_size)
ow	ow-0001.jpg	ow-0001.xml	ow-0001-01-000001	S1_20190101_034235_034350_VV_1	2019-01-01T03:42:35	2019-01-01T03:43:50	S1B_IW_GRDH_1SDV_20190101T034300_20190101T034325_014295_01A97E_39B8.SAFE	640	640	33.1445256369044	33.3063075949622	33.0089451408765	33.3252260245976	32.9864942079466	33.2100446700746	33.1220747039746	33.1911262404391	33.0610206397016	33.2630544636042	33.0561482156256	33.2637343446692	33.0545345548213	33.2554556848129	33.0594069788973	33.2547758037478	345	297	368	343	1058
ow	ow-0002.jpg	ow-0002.xml	ow-0002-01-000002	S1_20190104_155638_155818_VV_2	2019-01-04T15:56:38	2019-01-04T15:58:18	S1A_IW_GRDH_1SDV_20190104T155703_20190104T155728_025330_02CD9D_BBAA.SAFE	640	640	31.9728158124890	31.6193082222708	32.1061270736059	31.6387927512656	32.0826405355003	31.7541920338734	31.9493292743834	31.7347075048785	32.0268313998942	31.6795634053252	32.0332886641046	31.6805071871984	32.0310868011572	31.6913258699428	32.0246295369468	31.6903820880696	309	282	340	342	1860
ow	ow-0003.jpg	ow-0003.xml	ow-0003-01-000003	S1_20190110_155611_155635_VV_9	2019-01-10T15:56:11	2019-01-10T15:56:35	S1B_IW_GRDH_1SDV_20190110T155611_20190110T155635_014434_01ADED_1E1A.SAFE	640	640	30.5733086524889	31.5053938536421	30.7054993910461	31.5258526764498	30.6810278534283	31.6408370473951	30.5488371148710	31.6203782245874	30.6228382528445	31.5704039176983	30.6325460102073	31.5719063624983	30.6317048011017	31.5758589502495	30.6219970437389	31.5743565054496	297	309	344	331	1034
ow	ow-0004.jpg	ow-0004.xml	ow-0004-01-000004	S1_20190110_155611_155635_VV_10	2019-01-10T15:56:11	2019-01-10T15:56:35	S1B_IW_GRDH_1SDV_20190110T155611_20190110T155635_014434_01ADED_1E1A.SAFE	640	640	31.1283622835893	31.6449358671299	31.2613574726679	31.6652193254769	31.2370197692597	31.7801461134815	31.1040245801811	31.7598626551345	31.1893665354878	31.7083686517295	31.1920680002660	31.7087806594771	31.1913454746961	31.7121925484960	31.1886440099179	31.7117805407484	347	292	360	311	247
ow	ow-0004.jpg	ow-0004.xml	ow-0004-02-000005	S1_20190110_155611_155635_VV_10	2019-01-10T15:56:11	2019-01-10T15:56:35	S1B_IW_GRDH_1SDV_20190110T155611_20190110T155635_014434_01ADED_1E1A.SAFE	640	640	31.1283622835893	31.6449358671299	31.2613574726679	31.6652193254769	31.2370197692597	31.7801461134815	31.1040245801811	31.7598626551345	31.2368266293392	31.7547205824289	31.2413983389638	31.7554178263096	31.2375575451447	31.7735547100415	31.2329858355201	31.7728574661608	614	503	636	604	2222
ow	ow-0004.jpg	ow-0004.xml	ow-0004-03-000006	S1_20190110_155611_155635_VV_10	2019-01-10T15:56:11	2019-01-10T15:56:35	S1B_IW_GRDH_1SDV_20190110T155611_20190110T155635_014434_01ADED_1E1A.SAFE	640	640	31.1283622835893	31.6449358671299	31.2613574726679	31.6652193254769	31.2370197692597	31.7801461134815	31.1040245801811	31.7598626551345	31.1816343348347	31.7114529673524	31.1841279946300	31.7118332821964	31.1837096903526	31.7138085863652	31.1812160305574	31.7134282715212	314	315	326	326	132
ow	ow-0005.jpg	ow-0005.xml	ow-0005-01-000007	S1_20190110_155611_155635_VV_11	2019-01-10T15:56:11	2019-01-10T15:56:35	S1B_IW_GRDH_1SDV_20190110T155611_20190110T155635_014434_01ADED_1E1A.SAFE	640	640	32.0928140127452	31.8561807085142	32.2250047513025	31.8766395313220	32.2005332136847	31.9916239022673	32.0683424751274	31.9711650794596	32.1523494090373	31.9182854027281	32.1595785900522	31.9194042446004	32.1586609073915	31.9237161585108	32.1514317263767	31.9225973166385	341	285	376	309	840
ow	ow-0005.jpg	ow-0005.xml	ow-0005-02-000008	S1_20190110_155611_155635_VV_11	2019-01-10T15:56:11	2019-01-10T15:56:35	S1B_IW_GRDH_1SDV_20190110T155611_20190110T155635_014434_01ADED_1E1A.SAFE	640	640	32.0928140127452	31.8561807085142	32.2250047513025	31.8766395313220	32.2005332136847	31.9916239022673	32.0683424751274	31.9711650794596	32.1318711201875	31.9232815893626	32.1399264933183	31.9245282988775	32.1385499693273	31.9309961697431	32.1304945961965	31.9297494602283	250	329	289	365	1404
ow	ow-0005.jpg	ow-0005.xml	ow-0005-03-000009	S1_20190110_155611_155635_VV_11	2019-01-10T15:56:11	2019-01-10T15:56:35	S1B_IW_GRDH_1SDV_20190110T155611_20190110T155635_014434_01ADED_1E1A.SAFE	640	640	32.0928140127452	31.8561807085142	32.2250047513025	31.8766395313220	32.2005332136847	31.9916239022673	32.0683424751274	31.9711650794596	32.1420759556582	31.9224484141277	32.1457938201801	31.9230238185192	32.1450290846295	31.9266170801112	32.1413112201076	31.9260416757198	297	316	315	336	360
ow	ow-0006.jpg	ow-0006.xml	ow-0006-01-000010	S1_20190111_154836_155016_VV_6	2019-01-11T15:48:36	2019-01-11T15:50:16	S1A_IW_GRDH_1SDV_20190111T154901_20190111T154926_025432_02D14A_4A63.SAFE	640	640	32.4171253389574	32.3066615420264	32.5508188681694	32.3277158276800	32.5252985579122	32.4429257297326	32.3916050287003	32.4218714440790	32.4627066352373	32.3956233252584	32.4959211214009	32.4008539993505	32.4916943200146	32.4199356393779	32.4584798338510	32.4147049652859	302	439	461	545	16854
ow	ow-0006.jpg	ow-0006.xml	ow-0006-02-000011	S1_20190111_154836_155016_VV_6	2019-01-11T15:48:36	2019-01-11T15:50:16	S1A_IW_GRDH_1SDV_20190111T154901_20190111T154926_025432_02D14A_4A63.SAFE	640	640	32.4171253389574	32.3066615420264	32.5508188681694	32.3277158276800	32.5252985579122	32.4429257297326	32.3916050287003	32.4218714440790	32.4394587040434	32.3288081517102	32.4753888400191	32.3344664909796	32.4648218365532	32.3821705910482	32.4288917005775	32.3765122517788	126	100	298	365	45580
ow	ow-0006.jpg	ow-0006.xml	ow-0006-03-000012	S1_20190111_154836_155016_VV_6	2019-01-11T15:48:36	2019-01-11T15:50:16	S1A_IW_GRDH_1SDV_20190111T154901_20190111T154926_025432_02D14A_4A63.SAFE	640	640	32.4171253389574	32.3066615420264	32.5508188681694	32.3277158276800	32.5252985579122	32.4429257297326	32.3916050287003	32.4218714440790	32.4628203442216	32.3863264757685	32.4759808010034	32.3883990070126	32.4737477738559	32.3984798734422	32.4605873170741	32.3964073421982	293	389	356	445	3528
ow	ow-0006.jpg	ow-0006.xml	ow-0006-04-000013	S1_20190111_154836_155016_VV_6	2019-01-11T15:48:36	2019-01-11T15:50:16	S1A_IW_GRDH_1SDV_20190111T154901_20190111T154926_025432_02D14A_4A63.SAFE	640	640	32.4171253389574	32.3066615420264	32.5508188681694	32.3277158276800	32.5252985579122	32.4429257297326	32.3916050287003	32.4218714440790	32.5007596906217	32.3926738191952	32.5101600168944	32.3941541986552	32.5089637523511	32.3995546628139	32.4995634260784	32.3980742833539	475	391	520	421	1350
ow	ow-0007.jpg	ow-0007.xml	ow-0007-01-000014	S1_20190112_035117_035259_VV_0	2019-01-12T03:51:17	2019-01-12T03:52:59	S1A_IW_GRDH_1SDV_20190112T035232_20190112T035259_025439_02D183_0BB2.SAFE;S1A_IW_GRDH_1SDV_20190112T035207_20190112T035232_025439_02D183_4040.SAFE	640	640	31.2596696205367	31.7113332711167	31.1268297623978	31.7310458042873	31.1031294647472	31.6158064716117	31.2359693228862	31.5960939384411	31.1833192628743	31.6645838949007	31.1795831418641	31.6651383098961	31.1791017295681	31.6627975109511	31.1828378505782	31.6622430959557	312	313	330	326	234
ow	ow-0008.jpg	ow-0008.xml	ow-0008-01-000015	S1_20190112_153943_154058_VV_2	2019-01-12T15:39:43	2019-01-12T15:40:58	S1B_IW_GRDH_1SDV_20190112T154033_20190112T154058_014463_01AEE6_B38F.SAFE	640	640	35.2080834959405	34.0075464903620	35.3444096013791	34.0273308898210	35.3200266767827	34.1424457731161	35.1837005713440	34.1226613736572	35.2543293171142	34.0607923471828	35.2805294905032	34.0645946614539	35.2750433324691	34.0904955101953	35.2488431590801	34.0866931959242	262	251	385	395	17712
ow	ow-0009.jpg	ow-0009.xml	ow-0009-01-000016	S1_20190119_034258_034438_VV_0	2019-01-19T03:42:58	2019-01-19T03:44:38	S1A_IW_GRDH_1SDV_20190119T034323_20190119T034348_025541_02D53C_8F34.SAFE	640	640	34.9709927385402	34.6535664071250	34.8332831108453	34.6740268847044	34.8077229987740	34.5587839163044	34.9454326264689	34.5383234387250	34.9059587664883	34.6379328267923	34.8855174936274	34.6409699289330	34.8724978115411	34.5822680419043	34.8929390844020	34.5792309397636	277	136	372	462	30970
ow	ow-0010.jpg	ow-0010.xml	ow-0010-01-000017	S1_20190119_034258_034438_VV_3	2019-01-19T03:42:58	2019-01-19T03:44:38	S1A_IW_GRDH_1SDV_20190119T034323_20190119T034348_025541_02D53C_8F34.SAFE	640	640	33.4284983110163	34.1626331980133	33.2921967898483	34.1816273867233	33.2686474997839	34.0664759853664	33.4049490209519	34.0474817966563	33.3774945450553	34.1499402538878	33.2933709499594	34.1616632297323	33.2764816934914	34.0790780840717	33.3606052885872	34.0673551082272	221	107	616	566	181305
ow	ow-0010.jpg	ow-0010.xml	ow-0010-02-000018	S1_20190119_034258_034438_VV_3	2019-01-19T03:42:58	2019-01-19T03:44:38	S1A_IW_GRDH_1SDV_20190119T034323_20190119T034348_025541_02D53C_8F34.SAFE	640	640	33.4284983110163	34.1626331980133	33.2921967898483	34.1816273867233	33.2686474997839	34.0664759853664	33.4049490209519	34.0474817966563	33.3983891258868	34.1503594371643	33.3853978871504	34.1521698207758	33.3840364438186	34.1455126303848	33.3970276825549	34.1437022467734	126	89	187	126	2257
